#name                              A/B   FEC       mfec      mfecch    hubid     port      rocid     FEDid     FEDch     roc# 
FPix_BpO_D1_BLD3_PNL1_RNG2_ROC12         B        9      1     1     3      3      12      1288       2     4
FPix_BpO_D1_BLD3_PNL1_RNG2_ROC13         B        9      1     1     3      3      13      1288       2     5
FPix_BpO_D1_BLD3_PNL1_RNG2_ROC14         B        9      1     1     3      3      14      1288       2     6
FPix_BpO_D1_BLD3_PNL1_RNG2_ROC15         B        9      1     1     3      3      15      1288       2     7
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC0         A        9      1     1     2      0      0      1288       25     0
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC1         A        9      1     1     2      0      1      1288       25     1
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC2         A        9      1     1     2      0      2      1288       25     2
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC3         A        9      1     1     2      0      3      1288       25     3
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC4         A        9      1     1     2      1      4      1288       25     4
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC5         A        9      1     1     2      1      5      1288       25     5
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC6         A        9      1     1     2      1      6      1288       25     6
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC7         A        9      1     1     2      1      7      1288       25     7
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC8         B        9      1     1     2      2      8      1288       26     0
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC9         B        9      1     1     2      2      9      1288       26     1
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC10         B        9      1     1     2      2      10      1288       26     2
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC11         B        9      1     1     2      2      11      1288       26     3
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC12         B        9      1     1     2      3      12      1288       26     4
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC13         B        9      1     1     2      3      13      1288       26     5
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC14         B        9      1     1     2      3      14      1288       26     6
FPix_BpO_D1_BLD4_PNL1_RNG2_ROC15         B        9      1     1     2      3      15      1288       26     7
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC0         A        9      1     2     6      0      0      1288       29     0
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC1         A        9      1     2     6      0      1      1288       29     1
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC2         A        9      1     2     6      0      2      1288       29     2
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC3         A        9      1     2     6      0      3      1288       29     3
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC4         A        9      1     2     6      1      4      1288       29     4
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC5         A        9      1     2     6      1      5      1288       29     5
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC6         A        9      1     2     6      1      6      1288       29     6
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC7         A        9      1     2     6      1      7      1288       29     7
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC8         B        9      1     2     6      2      8      1288       30     0
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC9         B        9      1     2     6      2      9      1288       30     1
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC10         B        9      1     2     6      2      10      1288       30     2
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC11         B        9      1     2     6      2      11      1288       30     3
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC12         B        9      1     2     6      3      12      1288       30     4
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC13         B        9      1     2     6      3      13      1288       30     5
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC14         B        9      1     2     6      3      14      1288       30     6
FPix_BpO_D1_BLD5_PNL1_RNG2_ROC15         B        9      1     2     6      3      15      1288       30     7
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC0         A        9      1     2     5      0      0      1289       5     0
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC1         A        9      1     2     5      0      1      1289       5     1
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC2         A        9      1     2     5      0      2      1289       5     2
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC3         A        9      1     2     5      0      3      1289       5     3
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC4         A        9      1     2     5      1      4      1289       5     4
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC5         A        9      1     2     5      1      5      1289       5     5
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC6         A        9      1     2     5      1      6      1289       5     6
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC7         A        9      1     2     5      1      7      1289       5     7
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC8         B        9      1     2     5      2      8      1289       6     0
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC9         B        9      1     2     5      2      9      1289       6     1
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC10         B        9      1     2     5      2      10      1289       6     2
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC11         B        9      1     2     5      2      11      1289       6     3
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC12         B        9      1     2     5      3      12      1289       6     4
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC13         B        9      1     2     5      3      13      1289       6     5
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC14         B        9      1     2     5      3      14      1289       6     6
FPix_BpO_D1_BLD6_PNL1_RNG2_ROC15         B        9      1     2     5      3      15      1289       6     7
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC0         A        9      1     2     4      0      0      1289       25     0
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC1         A        9      1     2     4      0      1      1289       25     1
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC2         A        9      1     2     4      0      2      1289       25     2
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC3         A        9      1     2     4      0      3      1289       25     3
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC4         A        9      1     2     4      1      4      1289       25     4
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC5         A        9      1     2     4      1      5      1289       25     5
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC6         A        9      1     2     4      1      6      1289       25     6
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC7         A        9      1     2     4      1      7      1289       25     7
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC8         B        9      1     2     4      2      8      1289       26     0
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC9         B        9      1     2     4      2      9      1289       26     1
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC10         B        9      1     2     4      2      10      1289       26     2
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC11         B        9      1     2     4      2      11      1289       26     3
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC12         B        9      1     2     4      3      12      1289       26     4
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC13         B        9      1     2     4      3      13      1289       26     5
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC14         B        9      1     2     4      3      14      1289       26     6
FPix_BpO_D1_BLD7_PNL1_RNG2_ROC15         B        9      1     2     4      3      15      1289       26     7
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC0         A        9      1     2     3      0      0      1289       29     0
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC1         A        9      1     2     3      0      1      1289       29     1
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC2         A        9      1     2     3      0      2      1289       29     2
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC3         A        9      1     2     3      0      3      1289       29     3
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC4         A        9      1     2     3      1      4      1289       29     4
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC5         A        9      1     2     3      1      5      1289       29     5
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC6         A        9      1     2     3      1      6      1289       29     6
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC7         A        9      1     2     3      1      7      1289       29     7
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC8         B        9      1     2     3      2      8      1289       30     0
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC9         B        9      1     2     3      2      9      1289       30     1
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC10         B        9      1     2     3      2      10      1289       30     2
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC11         B        9      1     2     3      2      11      1289       30     3
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC12         B        9      1     2     3      3      12      1289       30     4
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC13         B        9      1     2     3      3      13      1289       30     5
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC14         B        9      1     2     3      3      14      1289       30     6
FPix_BpO_D1_BLD8_PNL1_RNG2_ROC15         B        9      1     2     3      3      15      1289       30     7
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC0         A        9      1     2     2      0      0      1290       5     0
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC1         A        9      1     2     2      0      1      1290       5     1
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC2         A        9      1     2     2      0      2      1290       5     2
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC3         A        9      1     2     2      0      3      1290       5     3
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC4         A        9      1     2     2      1      4      1290       5     4
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC5         A        9      1     2     2      1      5      1290       5     5
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC6         A        9      1     2     2      1      6      1290       5     6
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC7         A        9      1     2     2      1      7      1290       5     7
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC8         B        9      1     2     2      2      8      1290       6     0
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC9         B        9      1     2     2      2      9      1290       6     1
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC10         B        9      1     2     2      2      10      1290       6     2
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC11         B        9      1     2     2      2      11      1290       6     3
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC12         B        9      1     2     2      3      12      1290       6     4
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC13         B        9      1     2     2      3      13      1290       6     5
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC14         B        9      1     2     2      3      14      1290       6     6
FPix_BpO_D1_BLD9_PNL1_RNG2_ROC15         B        9      1     2     2      3      15      1290       6     7
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC0         A        10      1     1     5      0      0      1291       25     0
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC1         A        10      1     1     5      0      1      1291       25     1
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC2         A        10      1     1     5      0      2      1291       25     2
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC3         A        10      1     1     5      0      3      1291       25     3
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC4         A        10      1     1     5      1      4      1291       25     4
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC5         A        10      1     1     5      1      5      1291       25     5
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC6         A        10      1     1     5      1      6      1291       25     6
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC7         A        10      1     1     5      1      7      1291       25     7
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC8         B        10      1     1     5      2      8      1291       26     0
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC9         B        10      1     1     5      2      9      1291       26     1
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC10         B        10      1     1     5      2      10      1291       26     2
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC11         B        10      1     1     5      2      11      1291       26     3
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC12         B        10      1     1     5      3      12      1291       26     4
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC13         B        10      1     1     5      3      13      1291       26     5
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC14         B        10      1     1     5      3      14      1291       26     6
FPix_BpO_D1_BLD10_PNL1_RNG2_ROC15         B        10      1     1     5      3      15      1291       26     7
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC0         A        10      1     1     4      0      0      1291       1     0
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC1         A        10      1     1     4      0      1      1291       1     1
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC2         A        10      1     1     4      0      2      1291       1     2
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC3         A        10      1     1     4      0      3      1291       1     3
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC4         A        10      1     1     4      1      4      1291       1     4
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC5         A        10      1     1     4      1      5      1291       1     5
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC6         A        10      1     1     4      1      6      1291       1     6
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC7         A        10      1     1     4      1      7      1291       1     7
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC8         B        10      1     1     4      2      8      1291       2     0
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC9         B        10      1     1     4      2      9      1291       2     1
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC10         B        10      1     1     4      2      10      1291       2     2
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC11         B        10      1     1     4      2      11      1291       2     3
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC12         B        10      1     1     4      3      12      1291       2     4
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC13         B        10      1     1     4      3      13      1291       2     5
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC14         B        10      1     1     4      3      14      1291       2     6
FPix_BpO_D1_BLD11_PNL1_RNG2_ROC15         B        10      1     1     4      3      15      1291       2     7
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC0         A        10      1     1     3      0      0      1290       25     0
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC1         A        10      1     1     3      0      1      1290       25     1
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC2         A        10      1     1     3      0      2      1290       25     2
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC3         A        10      1     1     3      0      3      1290       25     3
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC4         A        10      1     1     3      1      4      1290       25     4
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC5         A        10      1     1     3      1      5      1290       25     5
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC6         A        10      1     1     3      1      6      1290       25     6
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC7         A        10      1     1     3      1      7      1290       25     7
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC8         B        10      1     1     3      2      8      1290       26     0
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC9         B        10      1     1     3      2      9      1290       26     1
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC10         B        10      1     1     3      2      10      1290       26     2
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC11         B        10      1     1     3      2      11      1290       26     3
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC12         B        10      1     1     3      3      12      1290       26     4
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC13         B        10      1     1     3      3      13      1290       26     5
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC14         B        10      1     1     3      3      14      1290       26     6
FPix_BpO_D1_BLD12_PNL1_RNG2_ROC15         B        10      1     1     3      3      15      1290       26     7
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC0         A        10      1     1     2      0      0      1292       1     0
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC1         A        10      1     1     2      0      1      1292       1     1
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC2         A        10      1     1     2      0      2      1292       1     2
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC3         A        10      1     1     2      0      3      1292       1     3
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC4         A        10      1     1     2      1      4      1292       1     4
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC5         A        10      1     1     2      1      5      1292       1     5
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC6         A        10      1     1     2      1      6      1292       1     6
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC7         A        10      1     1     2      1      7      1292       1     7
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC8         B        10      1     1     2      2      8      1292       2     0
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC9         B        10      1     1     2      2      9      1292       2     1
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC10         B        10      1     1     2      2      10      1292       2     2
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC11         B        10      1     1     2      2      11      1292       2     3
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC12         B        10      1     1     2      3      12      1292       2     4
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC13         B        10      1     1     2      3      13      1292       2     5
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC14         B        10      1     1     2      3      14      1292       2     6
FPix_BpO_D1_BLD13_PNL1_RNG2_ROC15         B        10      1     1     2      3      15      1292       2     7
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC0         A        10      1     2     5      0      0      1292       5     0
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC1         A        10      1     2     5      0      1      1292       5     1
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC2         A        10      1     2     5      0      2      1292       5     2
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC3         A        10      1     2     5      0      3      1292       5     3
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC4         A        10      1     2     5      1      4      1292       5     4
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC5         A        10      1     2     5      1      5      1292       5     5
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC6         A        10      1     2     5      1      6      1292       5     6
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC7         A        10      1     2     5      1      7      1292       5     7
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC8         B        10      1     2     5      2      8      1292       6     0
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC9         B        10      1     2     5      2      9      1292       6     1
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC10         B        10      1     2     5      2      10      1292       6     2
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC11         B        10      1     2     5      2      11      1292       6     3
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC12         B        10      1     2     5      3      12      1292       6     4
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC13         B        10      1     2     5      3      13      1292       6     5
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC14         B        10      1     2     5      3      14      1292       6     6
FPix_BpO_D1_BLD14_PNL1_RNG2_ROC15         B        10      1     2     5      3      15      1292       6     7
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC0         A        10      1     2     4      0      0      1292       29     0
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC1         A        10      1     2     4      0      1      1292       29     1
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC2         A        10      1     2     4      0      2      1292       29     2
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC3         A        10      1     2     4      0      3      1292       29     3
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC4         A        10      1     2     4      1      4      1292       29     4
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC5         A        10      1     2     4      1      5      1292       29     5
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC6         A        10      1     2     4      1      6      1292       29     6
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC7         A        10      1     2     4      1      7      1292       29     7
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC8         B        10      1     2     4      2      8      1292       30     0
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC9         B        10      1     2     4      2      9      1292       30     1
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC10         B        10      1     2     4      2      10      1292       30     2
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC11         B        10      1     2     4      2      11      1292       30     3
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC12         B        10      1     2     4      3      12      1292       30     4
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC13         B        10      1     2     4      3      13      1292       30     5
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC14         B        10      1     2     4      3      14      1292       30     6
FPix_BpO_D1_BLD15_PNL1_RNG2_ROC15         B        10      1     2     4      3      15      1292       30     7
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC0         A        10      1     2     3      0      0      1293       5     0
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC1         A        10      1     2     3      0      1      1293       5     1
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC2         A        10      1     2     3      0      2      1293       5     2
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC3         A        10      1     2     3      0      3      1293       5     3
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC4         A        10      1     2     3      1      4      1293       5     4
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC5         A        10      1     2     3      1      5      1293       5     5
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC6         A        10      1     2     3      1      6      1293       5     6
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC7         A        10      1     2     3      1      7      1293       5     7
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC8         B        10      1     2     3      2      8      1293       6     0
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC9         B        10      1     2     3      2      9      1293       6     1
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC10         B        10      1     2     3      2      10      1293       6     2
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC11         B        10      1     2     3      2      11      1293       6     3
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC12         B        10      1     2     3      3      12      1293       6     4
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC13         B        10      1     2     3      3      13      1293       6     5
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC14         B        10      1     2     3      3      14      1293       6     6
FPix_BpO_D1_BLD16_PNL1_RNG2_ROC15         B        10      1     2     3      3      15      1293       6     7
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC0         A        10      1     2     2      0      0      1293       29     0
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC1         A        10      1     2     2      0      1      1293       29     1
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC2         A        10      1     2     2      0      2      1293       29     2
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC3         A        10      1     2     2      0      3      1293       29     3
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC4         A        10      1     2     2      1      4      1293       29     4
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC5         A        10      1     2     2      1      5      1293       29     5
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC6         A        10      1     2     2      1      6      1293       29     6
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC7         A        10      1     2     2      1      7      1293       29     7
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC8         B        10      1     2     2      2      8      1293       30     0
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC9         B        10      1     2     2      2      9      1293       30     1
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC10         B        10      1     2     2      2      10      1293       30     2
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC11         B        10      1     2     2      2      11      1293       30     3
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC12         B        10      1     2     2      3      12      1293       30     4
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC13         B        10      1     2     2      3      13      1293       30     5
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC14         B        10      1     2     2      3      14      1293       30     6
FPix_BpO_D1_BLD17_PNL1_RNG2_ROC15         B        10      1     2     2      3      15      1293       30     7
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC0         A        9      2     1     15      0      0      1287       15     0
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC1         A        9      2     1     15      0      1      1287       15     1
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC2         A        9      2     1     15      0      2      1287       15     2
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC3         A        9      2     1     15      0      3      1287       15     3
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC4         A        9      2     1     15      1      4      1287       15     4
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC5         A        9      2     1     15      1      5      1287       15     5
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC6         A        9      2     1     15      1      6      1287       15     6
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC7         A        9      2     1     15      1      7      1287       15     7
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC8         B        9      2     1     15      2      8      1287       16     0
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC9         B        9      2     1     15      2      9      1287       16     1
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC10         B        9      2     1     15      2      10      1287       16     2
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC11         B        9      2     1     15      2      11      1287       16     3
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC12         B        9      2     1     15      3      12      1287       16     4
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC13         B        9      2     1     15      3      13      1287       16     5
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC14         B        9      2     1     15      3      14      1287       16     6
FPix_BpO_D2_BLD1_PNL2_RNG1_ROC15         B        9      2     1     15      3      15      1287       16     7
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC0         A        9      2     1     14      0      0      1287       39     0
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC1         A        9      2     1     14      0      1      1287       39     1
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC2         A        9      2     1     14      0      2      1287       39     2
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC3         A        9      2     1     14      0      3      1287       39     3
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC4         A        9      2     1     14      1      4      1287       39     4
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC5         A        9      2     1     14      1      5      1287       39     5
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC6         A        9      2     1     14      1      6      1287       39     6
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC7         A        9      2     1     14      1      7      1287       39     7
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC8         B        9      2     1     14      2      8      1287       40     0
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC9         B        9      2     1     14      2      9      1287       40     1
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC10         B        9      2     1     14      2      10      1287       40     2
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC11         B        9      2     1     14      2      11      1287       40     3
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC12         B        9      2     1     14      3      12      1287       40     4
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC13         B        9      2     1     14      3      13      1287       40     5
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC14         B        9      2     1     14      3      14      1287       40     6
FPix_BpO_D2_BLD2_PNL2_RNG1_ROC15         B        9      2     1     14      3      15      1287       40     7
FPix_BpO_D2_BLD3_PNL2_RNG1_ROC0         A        9      2     1     13      0      0      1288       15     0
FPix_BpO_D2_BLD3_PNL2_RNG1_ROC1         A        9      2     1     13      0      1      1288       15     1
FPix_BpO_D2_BLD3_PNL2_RNG1_ROC2         A        9      2     1     13      0      2      1288       15     2
FPix_BpO_D2_BLD3_PNL2_RNG1_ROC3         A        9      2     1     13      0      3      1288       15     3
FPix_BpO_D2_BLD3_PNL2_RNG1_ROC4         A        9      2     1     13      1      4      1288       15     4
FPix_BpO_D2_BLD3_PNL2_RNG1_ROC5         A        9      2     1     13      1      5      1288       15     5
FPix_BpO_D2_BLD3_PNL2_RNG1_ROC6         A        9      2     1     13      1      6      1288       15     6
FPix_BpO_D2_BLD3_PNL2_RNG1_ROC7         A        9      2     1     13      1      7      1288       15     7
