#name                              A/B   FEC       mfec      mfecch    hubid     port      rocid     FEDid     FEDch     roc# 
FPix_BpI_D1_BLD10_PNL2_RNG2_ROC14         B        10      1     2     8      3      14      1284       8     6
FPix_BpI_D1_BLD10_PNL2_RNG2_ROC15         B        10      1     2     8      3      15      1284       8     7
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC0         A        10      1     2     7      0      0      1283       31     0
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC1         A        10      1     2     7      0      1      1283       31     1
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC2         A        10      1     2     7      0      2      1283       31     2
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC3         A        10      1     2     7      0      3      1283       31     3
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC4         A        10      1     2     7      1      4      1283       31     4
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC5         A        10      1     2     7      1      5      1283       31     5
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC6         A        10      1     2     7      1      6      1283       31     6
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC7         A        10      1     2     7      1      7      1283       31     7
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC8         B        10      1     2     7      2      8      1283       32     0
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC9         B        10      1     2     7      2      9      1283       32     1
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC10         B        10      1     2     7      2      10      1283       32     2
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC11         B        10      1     2     7      2      11      1283       32     3
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC12         B        10      1     2     7      3      12      1283       32     4
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC13         B        10      1     2     7      3      13      1283       32     5
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC14         B        10      1     2     7      3      14      1283       32     6
FPix_BpI_D1_BLD9_PNL2_RNG2_ROC15         B        10      1     2     7      3      15      1283       32     7
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC0         A        9      1     1     9      0      0      1283       3     0
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC1         A        9      1     1     9      0      1      1283       3     1
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC2         A        9      1     1     9      0      2      1283       3     2
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC3         A        9      1     1     9      0      3      1283       3     3
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC4         A        9      1     1     9      1      4      1283       3     4
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC5         A        9      1     1     9      1      5      1283       3     5
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC6         A        9      1     1     9      1      6      1283       3     6
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC7         A        9      1     1     9      1      7      1283       3     7
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC8         B        9      1     1     9      2      8      1283       4     0
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC9         B        9      1     1     9      2      9      1283       4     1
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC10         B        9      1     1     9      2      10      1283       4     2
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC11         B        9      1     1     9      2      11      1283       4     3
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC12         B        9      1     1     9      3      12      1283       4     4
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC13         B        9      1     1     9      3      13      1283       4     5
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC14         B        9      1     1     9      3      14      1283       4     6
FPix_BpI_D1_BLD8_PNL2_RNG2_ROC15         B        9      1     1     9      3      15      1283       4     7
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC0         A        9      1     1     8      0      0      1282       27     0
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC1         A        9      1     1     8      0      1      1282       27     1
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC2         A        9      1     1     8      0      2      1282       27     2
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC3         A        9      1     1     8      0      3      1282       27     3
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC4         A        9      1     1     8      1      4      1282       27     4
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC5         A        9      1     1     8      1      5      1282       27     5
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC6         A        9      1     1     8      1      6      1282       27     6
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC7         A        9      1     1     8      1      7      1282       27     7
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC8         B        9      1     1     8      2      8      1282       28     0
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC9         B        9      1     1     8      2      9      1282       28     1
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC10         B        9      1     1     8      2      10      1282       28     2
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC11         B        9      1     1     8      2      11      1282       28     3
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC12         B        9      1     1     8      3      12      1282       28     4
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC13         B        9      1     1     8      3      13      1282       28     5
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC14         B        9      1     1     8      3      14      1282       28     6
FPix_BpI_D1_BLD7_PNL2_RNG2_ROC15         B        9      1     1     8      3      15      1282       28     7
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC0         A        9      1     1     7      0      0      1282       3     0
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC1         A        9      1     1     7      0      1      1282       3     1
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC2         A        9      1     1     7      0      2      1282       3     2
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC3         A        9      1     1     7      0      3      1282       3     3
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC4         A        9      1     1     7      1      4      1282       3     4
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC5         A        9      1     1     7      1      5      1282       3     5
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC6         A        9      1     1     7      1      6      1282       3     6
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC7         A        9      1     1     7      1      7      1282       3     7
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC8         B        9      1     1     7      2      8      1282       4     0
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC9         B        9      1     1     7      2      9      1282       4     1
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC10         B        9      1     1     7      2      10      1282       4     2
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC11         B        9      1     1     7      2      11      1282       4     3
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC12         B        9      1     1     7      3      12      1282       4     4
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC13         B        9      1     1     7      3      13      1282       4     5
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC14         B        9      1     1     7      3      14      1282       4     6
FPix_BpI_D1_BLD6_PNL2_RNG2_ROC15         B        9      1     1     7      3      15      1282       4     7
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC0         A        9      1     1     6      0      0      1281       27     0
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC1         A        9      1     1     6      0      1      1281       27     1
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC2         A        9      1     1     6      0      2      1281       27     2
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC3         A        9      1     1     6      0      3      1281       27     3
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC4         A        9      1     1     6      1      4      1281       27     4
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC5         A        9      1     1     6      1      5      1281       27     5
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC6         A        9      1     1     6      1      6      1281       27     6
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC7         A        9      1     1     6      1      7      1281       27     7
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC8         B        9      1     1     6      2      8      1281       28     0
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC9         B        9      1     1     6      2      9      1281       28     1
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC10         B        9      1     1     6      2      10      1281       28     2
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC11         B        9      1     1     6      2      11      1281       28     3
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC12         B        9      1     1     6      3      12      1281       28     4
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC13         B        9      1     1     6      3      13      1281       28     5
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC14         B        9      1     1     6      3      14      1281       28     6
FPix_BpI_D1_BLD5_PNL2_RNG2_ROC15         B        9      1     1     6      3      15      1281       28     7
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC0         A        9      1     2     9      0      0      1281       31     0
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC1         A        9      1     2     9      0      1      1281       31     1
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC2         A        9      1     2     9      0      2      1281       31     2
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC3         A        9      1     2     9      0      3      1281       31     3
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC4         A        9      1     2     9      1      4      1281       31     4
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC5         A        9      1     2     9      1      5      1281       31     5
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC6         A        9      1     2     9      1      6      1281       31     6
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC7         A        9      1     2     9      1      7      1281       31     7
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC8         B        9      1     2     9      2      8      1281       32     0
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC9         B        9      1     2     9      2      9      1281       32     1
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC10         B        9      1     2     9      2      10      1281       32     2
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC11         B        9      1     2     9      2      11      1281       32     3
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC12         B        9      1     2     9      3      12      1281       32     4
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC13         B        9      1     2     9      3      13      1281       32     5
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC14         B        9      1     2     9      3      14      1281       32     6
FPix_BpI_D1_BLD4_PNL2_RNG2_ROC15         B        9      1     2     9      3      15      1281       32     7
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC0         A        9      1     2     8      0      0      1281       7     0
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC1         A        9      1     2     8      0      1      1281       7     1
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC2         A        9      1     2     8      0      2      1281       7     2
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC3         A        9      1     2     8      0      3      1281       7     3
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC4         A        9      1     2     8      1      4      1281       7     4
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC5         A        9      1     2     8      1      5      1281       7     5
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC6         A        9      1     2     8      1      6      1281       7     6
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC7         A        9      1     2     8      1      7      1281       7     7
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC8         B        9      1     2     8      2      8      1281       8     0
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC9         B        9      1     2     8      2      9      1281       8     1
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC10         B        9      1     2     8      2      10      1281       8     2
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC11         B        9      1     2     8      2      11      1281       8     3
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC12         B        9      1     2     8      3      12      1281       8     4
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC13         B        9      1     2     8      3      13      1281       8     5
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC14         B        9      1     2     8      3      14      1281       8     6
FPix_BpI_D1_BLD3_PNL2_RNG2_ROC15         B        9      1     2     8      3      15      1281       8     7
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC0         A        9      1     2     7      0      0      1280       31     0
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC1         A        9      1     2     7      0      1      1280       31     1
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC2         A        9      1     2     7      0      2      1280       31     2
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC3         A        9      1     2     7      0      3      1280       31     3
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC4         A        9      1     2     7      1      4      1280       31     4
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC5         A        9      1     2     7      1      5      1280       31     5
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC6         A        9      1     2     7      1      6      1280       31     6
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC7         A        9      1     2     7      1      7      1280       31     7
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC8         B        9      1     2     7      2      8      1280       32     0
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC9         B        9      1     2     7      2      9      1280       32     1
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC10         B        9      1     2     7      2      10      1280       32     2
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC11         B        9      1     2     7      2      11      1280       32     3
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC12         B        9      1     2     7      3      12      1280       32     4
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC13         B        9      1     2     7      3      13      1280       32     5
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC14         B        9      1     2     7      3      14      1280       32     6
FPix_BpI_D1_BLD2_PNL2_RNG2_ROC15         B        9      1     2     7      3      15      1280       32     7
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC0         A        9      1     2     6      0      0      1280       7     0
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC1         A        9      1     2     6      0      1      1280       7     1
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC2         A        9      1     2     6      0      2      1280       7     2
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC3         A        9      1     2     6      0      3      1280       7     3
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC4         A        9      1     2     6      1      4      1280       7     4
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC5         A        9      1     2     6      1      5      1280       7     5
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC6         A        9      1     2     6      1      6      1280       7     6
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC7         A        9      1     2     6      1      7      1280       7     7
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC8         B        9      1     2     6      2      8      1280       8     0
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC9         B        9      1     2     6      2      9      1280       8     1
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC10         B        9      1     2     6      2      10      1280       8     2
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC11         B        9      1     2     6      2      11      1280       8     3
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC12         B        9      1     2     6      3      12      1280       8     4
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC13         B        9      1     2     6      3      13      1280       8     5
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC14         B        9      1     2     6      3      14      1280       8     6
FPix_BpI_D1_BLD1_PNL2_RNG2_ROC15         B        9      1     2     6      3      15      1280       8     7
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC0         A        10      1     1     5      0      0      1286       25     0
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC1         A        10      1     1     5      0      1      1286       25     1
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC2         A        10      1     1     5      0      2      1286       25     2
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC3         A        10      1     1     5      0      3      1286       25     3
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC4         A        10      1     1     5      1      4      1286       25     4
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC5         A        10      1     1     5      1      5      1286       25     5
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC6         A        10      1     1     5      1      6      1286       25     6
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC7         A        10      1     1     5      1      7      1286       25     7
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC8         B        10      1     1     5      2      8      1286       26     0
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC9         B        10      1     1     5      2      9      1286       26     1
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC10         B        10      1     1     5      2      10      1286       26     2
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC11         B        10      1     1     5      2      11      1286       26     3
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC12         B        10      1     1     5      3      12      1286       26     4
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC13         B        10      1     1     5      3      13      1286       26     5
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC14         B        10      1     1     5      3      14      1286       26     6
FPix_BpI_D1_BLD17_PNL1_RNG2_ROC15         B        10      1     1     5      3      15      1286       26     7
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC0         A        10      1     1     4      0      0      1286       1     0
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC1         A        10      1     1     4      0      1      1286       1     1
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC2         A        10      1     1     4      0      2      1286       1     2
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC3         A        10      1     1     4      0      3      1286       1     3
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC4         A        10      1     1     4      1      4      1286       1     4
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC5         A        10      1     1     4      1      5      1286       1     5
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC6         A        10      1     1     4      1      6      1286       1     6
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC7         A        10      1     1     4      1      7      1286       1     7
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC8         B        10      1     1     4      2      8      1286       2     0
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC9         B        10      1     1     4      2      9      1286       2     1
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC10         B        10      1     1     4      2      10      1286       2     2
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC11         B        10      1     1     4      2      11      1286       2     3
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC12         B        10      1     1     4      3      12      1286       2     4
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC13         B        10      1     1     4      3      13      1286       2     5
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC14         B        10      1     1     4      3      14      1286       2     6
FPix_BpI_D1_BLD16_PNL1_RNG2_ROC15         B        10      1     1     4      3      15      1286       2     7
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC0         A        10      1     1     3      0      0      1285       25     0
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC1         A        10      1     1     3      0      1      1285       25     1
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC2         A        10      1     1     3      0      2      1285       25     2
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC3         A        10      1     1     3      0      3      1285       25     3
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC4         A        10      1     1     3      1      4      1285       25     4
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC5         A        10      1     1     3      1      5      1285       25     5
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC6         A        10      1     1     3      1      6      1285       25     6
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC7         A        10      1     1     3      1      7      1285       25     7
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC8         B        10      1     1     3      2      8      1285       26     0
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC9         B        10      1     1     3      2      9      1285       26     1
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC10         B        10      1     1     3      2      10      1285       26     2
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC11         B        10      1     1     3      2      11      1285       26     3
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC12         B        10      1     1     3      3      12      1285       26     4
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC13         B        10      1     1     3      3      13      1285       26     5
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC14         B        10      1     1     3      3      14      1285       26     6
FPix_BpI_D1_BLD15_PNL1_RNG2_ROC15         B        10      1     1     3      3      15      1285       26     7
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC0         A        10      1     1     2      0      0      1285       1     0
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC1         A        10      1     1     2      0      1      1285       1     1
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC2         A        10      1     1     2      0      2      1285       1     2
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC3         A        10      1     1     2      0      3      1285       1     3
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC4         A        10      1     1     2      1      4      1285       1     4
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC5         A        10      1     1     2      1      5      1285       1     5
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC6         A        10      1     1     2      1      6      1285       1     6
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC7         A        10      1     1     2      1      7      1285       1     7
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC8         B        10      1     1     2      2      8      1285       2     0
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC9         B        10      1     1     2      2      9      1285       2     1
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC10         B        10      1     1     2      2      10      1285       2     2
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC11         B        10      1     1     2      2      11      1285       2     3
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC12         B        10      1     1     2      3      12      1285       2     4
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC13         B        10      1     1     2      3      13      1285       2     5
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC14         B        10      1     1     2      3      14      1285       2     6
FPix_BpI_D1_BLD14_PNL1_RNG2_ROC15         B        10      1     1     2      3      15      1285       2     7
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC0         A        10      1     2     6      0      0      1285       5     0
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC1         A        10      1     2     6      0      1      1285       5     1
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC2         A        10      1     2     6      0      2      1285       5     2
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC3         A        10      1     2     6      0      3      1285       5     3
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC4         A        10      1     2     6      1      4      1285       5     4
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC5         A        10      1     2     6      1      5      1285       5     5
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC6         A        10      1     2     6      1      6      1285       5     6
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC7         A        10      1     2     6      1      7      1285       5     7
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC8         B        10      1     2     6      2      8      1285       6     0
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC9         B        10      1     2     6      2      9      1285       6     1
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC10         B        10      1     2     6      2      10      1285       6     2
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC11         B        10      1     2     6      2      11      1285       6     3
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC12         B        10      1     2     6      3      12      1285       6     4
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC13         B        10      1     2     6      3      13      1285       6     5
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC14         B        10      1     2     6      3      14      1285       6     6
FPix_BpI_D1_BLD13_PNL1_RNG2_ROC15         B        10      1     2     6      3      15      1285       6     7
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC0         A        10      1     2     5      0      0      1284       29     0
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC1         A        10      1     2     5      0      1      1284       29     1
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC2         A        10      1     2     5      0      2      1284       29     2
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC3         A        10      1     2     5      0      3      1284       29     3
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC4         A        10      1     2     5      1      4      1284       29     4
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC5         A        10      1     2     5      1      5      1284       29     5
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC6         A        10      1     2     5      1      6      1284       29     6
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC7         A        10      1     2     5      1      7      1284       29     7
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC8         B        10      1     2     5      2      8      1284       30     0
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC9         B        10      1     2     5      2      9      1284       30     1
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC10         B        10      1     2     5      2      10      1284       30     2
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC11         B        10      1     2     5      2      11      1284       30     3
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC12         B        10      1     2     5      3      12      1284       30     4
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC13         B        10      1     2     5      3      13      1284       30     5
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC14         B        10      1     2     5      3      14      1284       30     6
FPix_BpI_D1_BLD12_PNL1_RNG2_ROC15         B        10      1     2     5      3      15      1284       30     7
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC0         A        10      1     2     4      0      0      1284       1     0
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC1         A        10      1     2     4      0      1      1284       1     1
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC2         A        10      1     2     4      0      2      1284       1     2
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC3         A        10      1     2     4      0      3      1284       1     3
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC4         A        10      1     2     4      1      4      1284       1     4
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC5         A        10      1     2     4      1      5      1284       1     5
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC6         A        10      1     2     4      1      6      1284       1     6
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC7         A        10      1     2     4      1      7      1284       1     7
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC8         B        10      1     2     4      2      8      1284       2     0
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC9         B        10      1     2     4      2      9      1284       2     1
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC10         B        10      1     2     4      2      10      1284       2     2
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC11         B        10      1     2     4      2      11      1284       2     3
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC12         B        10      1     2     4      3      12      1284       2     4
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC13         B        10      1     2     4      3      13      1284       2     5
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC14         B        10      1     2     4      3      14      1284       2     6
FPix_BpI_D1_BLD11_PNL1_RNG2_ROC15         B        10      1     2     4      3      15      1284       2     7
FPix_BpI_D1_BLD10_PNL1_RNG2_ROC0         A        10      1     2     3      0      0      1284       5     0
FPix_BpI_D1_BLD10_PNL1_RNG2_ROC1         A        10      1     2     3      0      1      1284       5     1
FPix_BpI_D1_BLD10_PNL1_RNG2_ROC2         A        10      1     2     3      0      2      1284       5     2
FPix_BpI_D1_BLD10_PNL1_RNG2_ROC3         A        10      1     2     3      0      3      1284       5     3
FPix_BpI_D1_BLD10_PNL1_RNG2_ROC4         A        10      1     2     3      1      4      1284       5     4
FPix_BpI_D1_BLD10_PNL1_RNG2_ROC5         A        10      1     2     3      1      5      1284       5     5
FPix_BpI_D1_BLD10_PNL1_RNG2_ROC6         A        10      1     2     3      1      6      1284       5     6
FPix_BpI_D1_BLD10_PNL1_RNG2_ROC7         A        10      1     2     3      1      7      1284       5     7
FPix_BpI_D1_BLD10_PNL1_RNG2_ROC8         B        10      1     2     3      2      8      1284       6     0
FPix_BpI_D1_BLD10_PNL1_RNG2_ROC9         B        10      1     2     3      2      9      1284       6     1
